"","Year","Province","Electoral.District.Name.Nom.de.circonscription","Electoral.District.Number.Numéro.de.circonscription","Candidate.Candidat","Candidate.Residence.Résidence.du.candidat","Candidate.Occupation.Profession.du.candidat","Votes.Obtained.Votes.obtenus","Percentage.of.Votes.Obtained..Pourcentage.des.votes.obtenus","Majority.Majorité","Majority.Percentage.Pourcentage.de.majorité"
"1",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon",10001,"Scott Andrews ** Liberal/Libéral","Conception Bay South, N.L./T.-N.-L.","Parliamentarian/",16008,44,1259,3.5
"2",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon",10001,"Fabian Manning Conservative/Conservateur","St. Bride's, N.L./T.-N.-L.","Business Manager/",14749,40.5,NA,NA
"3",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon",10001,"Matthew Martin Fuchs NDP-New Democratic Party/NPD-Nouveau Parti démocratique","St. John's, N.L./T.-N.-L.","Coordinator/",5157,14.2,NA,NA
"4",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon",10001,"Randy Wayne Dawe Independent/Indépendant","Bay Roberts, N.L./T.-N.-L.","Manager/",276,0.8,NA,NA
"5",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon",10001,"Matt Crowder Green Party/Parti Vert","St. John's, N.L./T.-N.-L.","Student/",218,0.6,NA,NA
"6",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Bonavista--Gander--Grand Falls--Windsor",10002,"Scott Simms ** Liberal/Libéral","Bishop's Falls, N.L./T.-N.-L.","Parliamentarian/",17977,57.7,9382,30.1
"7",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Bonavista--Gander--Grand Falls--Windsor",10002,"Aaron Hynes Conservative/Conservateur","Eastport, N.L./T.-N.-L.","Policy Advisor/",8595,27.6,NA,NA
"8",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Bonavista--Gander--Grand Falls--Windsor",10002,"Clyde Bridger NDP-New Democratic Party/NPD-Nouveau Parti démocratique","St. John's, N.L./T.-N.-L.","Security Guard/",4306,13.8,NA,NA
"9",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Bonavista--Gander--Grand Falls--Windsor",10002,"Robyn Kenny Green Party/Parti Vert","Carp, Ont.","Videographer/",279,0.9,NA,NA
"10",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Humber--St. Barbe--Baie Verte",10003,"Gerry Byrne ** Liberal/Libéral","Corner Brook, N.L./T.-N.-L.","Parliamentarian/",17119,57,9560,31.9
"11",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Humber--St. Barbe--Baie Verte",10003,"Trevor Taylor Conservative/Conservateur","Kelligrews, N.L./T.-N.-L.","Environmental Consultant/",7559,25.2,NA,NA
"12",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Humber--St. Barbe--Baie Verte",10003,"Shelley Senior NDP-New Democratic Party/NPD-Nouveau Parti démocratique","McIver's, N.L./T.-N.-L.","Lawyer/",4751,15.8,NA,NA
"13",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Humber--St. Barbe--Baie Verte",10003,"Wayne R. Bennett Independent/Indépendant","Pasadena, N.L./T.-N.-L.","Retired/",332,1.1,NA,NA
"14",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Humber--St. Barbe--Baie Verte",10003,"Robin Blair Gosse Green Party/Parti Vert","Corner Brook, N.L./T.-N.-L.","Student/",253,0.8,NA,NA
"15",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Labrador",10004,"Peter Penashue Conservative/Conservateur","Sheshatshiu, N.L./T.-N.-L.","Businessman/",4256,39.8,79,0.7
"16",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Labrador",10004,"Todd Russell ** Liberal/Libéral","Goose Bay, N.L./T.-N.-L.","Parliamentarian/",4177,39.1,NA,NA
"17",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Labrador",10004,"Jacob Larkin NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Nain, N.L./T.-N.-L.","School Principal/Teacher/",2120,19.8,NA,NA
"18",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Labrador",10004,"George C.R. Barrett Green Party/Parti Vert","Happy Valley-Goose Bay, N.L./T.-N.-L.","Pilot/",139,1.3,NA,NA
"19",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Random--Burin--St. George's",10005,"Judy Foote ** Liberal/Libéral","St. John's, N.L./T.-N.-L.","Parliamentarian/",12914,49.7,4592,17.7
"20",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Random--Burin--St. George's",10005,"John Ottenheimer Conservative/Conservateur","Mount Carmel, N.L./T.-N.-L.","Lawyer/",8322,32,NA,NA
"21",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Random--Burin--St. George's",10005,"Stella Magalios NDP-New Democratic Party/NPD-Nouveau Parti démocratique","St. John's, N.L./T.-N.-L.","Waitress/",4465,17.2,NA,NA
"22",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Random--Burin--St. George's",10005,"Tanya Gutmanis Green Party/Parti Vert","Ottawa, Ont.","Student/",307,1.2,NA,NA
"23",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's East/St. John's-Est",10006,"Jack Harris ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","St. John's, N.L./T.-N.-L.","Lawyer/",31388,71.2,22190,50.3
"24",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's East/St. John's-Est",10006,"Jerry Byrne Conservative/Conservateur","St. John's, N.L./T.-N.-L.","Retired Eng./Businessman/",9198,20.9,NA,NA
"25",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's East/St. John's-Est",10006,"John Allan Liberal/Libéral","St. John's, N.L./T.-N.-L.","Business Owner/",3019,6.9,NA,NA
"26",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's East/St. John's-Est",10006,"Robert Miller Green Party/Parti Vert","St. John's, N.L./T.-N.-L.","Architectural Engineering Technologist/",467,1.1,NA,NA
"27",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl",10007,"Ryan Cleary NDP-New Democratic Party/NPD-Nouveau Parti démocratique","St. John's, N.L./T.-N.-L.","Journalist/Writer/",18681,47.9,7551,19.4
"28",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl",10007,"Siobhan Coady ** Liberal/Libéral","St. John's, N.L./T.-N.-L.","Parliamentarian/",11130,28.5,NA,NA
"29",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl",10007,"Loyola Sullivan Conservative/Conservateur","St. John's, N.L./T.-N.-L.","Diplomat/",8883,22.8,NA,NA
"30",2011,"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl",10007,"Rick Austin Green Party/Parti Vert","Paradise, N.L./T.-N.-L.","Graphic Artist/",291,0.7,NA,NA
"31",2011,"Prince Edward Island/Île-du-Prince-Édouard","Cardigan",11001,"Lawrence MacAulay ** Liberal/Libéral","St. Peters Bay, P.E.I./Î.-P.-É.","Farmer/",10486,49.6,2379,11.3
"32",2011,"Prince Edward Island/Île-du-Prince-Édouard","Cardigan",11001,"Mike Currie Conservative/Conservateur","Cardigan, P.E.I./Î.-P.-É.","Private Sector - Self-employed/",8107,38.4,NA,NA
"33",2011,"Prince Edward Island/Île-du-Prince-Édouard","Cardigan",11001,"Lorne Cudmore NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montague, P.E.I./Î.-P.-É.","Retired/",2164,10.2,NA,NA
"34",2011,"Prince Edward Island/Île-du-Prince-Édouard","Cardigan",11001,"Leslie Stewart Green Party/Parti Vert","Montague, P.E.I./Î.-P.-É.","Manager of Down East Mall/",373,1.8,NA,NA
"35",2011,"Prince Edward Island/Île-du-Prince-Édouard","Charlottetown",11002,"Sean Casey Liberal/Libéral","Charlottetown, P.E.I./Î.-P.-É.","Lawyer/",7292,39.5,1252,6.8
"36",2011,"Prince Edward Island/Île-du-Prince-Édouard","Charlottetown",11002,"Donna Profit Conservative/Conservateur","Charlottetown, P.E.I./Î.-P.-É.","Teacher/",6040,32.7,NA,NA
"37",2011,"Prince Edward Island/Île-du-Prince-Édouard","Charlottetown",11002,"Joe Byrne NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Charlottetown, P.E.I./Î.-P.-É.","Settlement Officer/",4632,25.1,NA,NA
"38",2011,"Prince Edward Island/Île-du-Prince-Édouard","Charlottetown",11002,"Eliza Knockwood Green Party/Parti Vert","Charlottetown, P.E.I./Î.-P.-É.","Independent Film Maker/",417,2.3,NA,NA
"39",2011,"Prince Edward Island/Île-du-Prince-Édouard","Charlottetown",11002,"Baird Judson CHP Canada/PHC Canada","Charlottetown, P.E.I./Î.-P.-É.","Retired Professor/",87,0.5,NA,NA
"40",2011,"Prince Edward Island/Île-du-Prince-Édouard","Egmont",11003,"Gail Shea ** Conservative/Conservateur","Tignish, P.E.I./Î.-P.-É.","Parliamentarian/",10467,54.6,4470,23.3
"41",2011,"Prince Edward Island/Île-du-Prince-Édouard","Egmont",11003,"Guy Gallant Liberal/Libéral","Wellington, P.E.I./Î.-P.-É.","Executive Assistant/",5997,31.3,NA,NA
"42",2011,"Prince Edward Island/Île-du-Prince-Édouard","Egmont",11003,"Jacquie Robichaud NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Charlottetown, P.E.I./Î.-P.-É.","Early Childhood Educator/",2369,12.4,NA,NA
"43",2011,"Prince Edward Island/Île-du-Prince-Édouard","Egmont",11003,"Carl Anthony Arnold Green Party/Parti Vert","Hunter River, P.E.I./Î.-P.-É.","Teacher/",320,1.7,NA,NA
"44",2011,"Prince Edward Island/Île-du-Prince-Édouard","Malpeque",11004,"Wayne Easter ** Liberal/Libéral","North Wiltshire, P.E.I./Î.-P.-É.","Farmer/",8605,42.4,671,3.3
"45",2011,"Prince Edward Island/Île-du-Prince-Édouard","Malpeque",11004,"Tim Ogilvie Conservative/Conservateur","Kensington, P.E.I./Î.-P.-É.","Veterinarian/",7934,39.1,NA,NA
"46",2011,"Prince Edward Island/Île-du-Prince-Édouard","Malpeque",11004,"Rita Jackson NDP-New Democratic Party/NPD-Nouveau Parti démocratique","North Milton, P.E.I./Î.-P.-É.","Retired/",2970,14.6,NA,NA
"47",2011,"Prince Edward Island/Île-du-Prince-Édouard","Malpeque",11004,"Peter Bevan-Baker Green Party/Parti Vert","Hampton, P.E.I./Î.-P.-É.","Dentist/",785,3.9,NA,NA
"48",2011,"Nova Scotia/Nouvelle-Écosse","Cape Breton--Canso",12001,"Rodger Cuzner ** Liberal/Libéral","Glace Bay, N.S./N.-É.","Parliamentarian/",16478,46.4,5605,15.8
"49",2011,"Nova Scotia/Nouvelle-Écosse","Cape Breton--Canso",12001,"Derrick Clarence Kennedy Conservative/Conservateur","Little Lorraine, N.S./N.-É.","Seafood Plant Manager/",10873,30.6,NA,NA
"50",2011,"Nova Scotia/Nouvelle-Écosse","Cape Breton--Canso",12001,"Marney Jeanne Simmons NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Mulgrave, N.S./N.-É.","Self-employed/",6984,19.7,NA,NA
"51",2011,"Nova Scotia/Nouvelle-Écosse","Cape Breton--Canso",12001,"Glen Carabin Green Party/Parti Vert","Dominion, N.S./N.-É.","Producer/Organizer/",1141,3.2,NA,NA
"52",2011,"Nova Scotia/Nouvelle-Écosse","Central Nova/Nova-Centre",12002,"Peter G. MacKay ** Conservative/Conservateur","New Glasgow, N.S./N.-É.","Parliamentarian/",21593,56.8,12181,32
"53",2011,"Nova Scotia/Nouvelle-Écosse","Central Nova/Nova-Centre",12002,"David K. Parker NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Hopewell, N.S./N.-É.","Educator/",9412,24.8,NA,NA
"54",2011,"Nova Scotia/Nouvelle-Écosse","Central Nova/Nova-Centre",12002,"John R. Hamilton Liberal/Libéral","Antigonish, N.S./N.-É.","Physician/",5614,14.8,NA,NA
"55",2011,"Nova Scotia/Nouvelle-Écosse","Central Nova/Nova-Centre",12002,"Matthew Chisholm Green Party/Parti Vert","Antigonish, N.S./N.-É.","Sustainability Officer/",1406,3.7,NA,NA
"56",2011,"Nova Scotia/Nouvelle-Écosse","Cumberland--Colchester--Musquodoboit Valley",12007,"Scott Armstrong ** Conservative/Conservateur","Truro, N.S./N.-É.","Educator/",21041,52.5,11719,29.2
"57",2011,"Nova Scotia/Nouvelle-Écosse","Cumberland--Colchester--Musquodoboit Valley",12007,"Wendy Robinson NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Stewiacke, N.S./N.-É.","Constituency Assistant/",9322,23.2,NA,NA
"58",2011,"Nova Scotia/Nouvelle-Écosse","Cumberland--Colchester--Musquodoboit Valley",12007,"Jim Burrows Liberal/Libéral","Green Oaks, N.S./N.-É.","Dairy Farmer/",7264,18.1,NA,NA
"59",2011,"Nova Scotia/Nouvelle-Écosse","Cumberland--Colchester--Musquodoboit Valley",12007,"Jason Blanch Green Party/Parti Vert","Amherst, N.S./N.-É.","Consultant/",2109,5.3,NA,NA
"60",2011,"Nova Scotia/Nouvelle-Écosse","Cumberland--Colchester--Musquodoboit Valley",12007,"Jim Hnatiuk CHP Canada/PHC Canada","Enfield, N.S./N.-É.","Business Owner/",375,0.9,NA,NA
"61",2011,"Nova Scotia/Nouvelle-Écosse","Dartmouth--Cole Harbour",12003,"Robert Chisholm NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Porters Lake, N.S./N.-É.","Consultant/",15678,36.3,497,1.1
"62",2011,"Nova Scotia/Nouvelle-Écosse","Dartmouth--Cole Harbour",12003,"Mike Savage ** Liberal/Libéral","Dartmouth, N.S./N.-É.","Parliamentarian/",15181,35.1,NA,NA
"63",2011,"Nova Scotia/Nouvelle-Écosse","Dartmouth--Cole Harbour",12003,"Wanda Webber Conservative/Conservateur","Dartmouth, N.S./N.-É.","Educator/",10702,24.8,NA,NA
"64",2011,"Nova Scotia/Nouvelle-Écosse","Dartmouth--Cole Harbour",12003,"Paul Shreenan Green Party/Parti Vert","Dartmouth, N.S./N.-É.","Driver/",1662,3.8,NA,NA
"65",2011,"Nova Scotia/Nouvelle-Écosse","Halifax",12004,"Megan Leslie ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Halifax, N.S./N.-É.","Parliamentarian/",23746,51.6,11953,26
"66",2011,"Nova Scotia/Nouvelle-Écosse","Halifax",12004,"Stan Kutcher Liberal/Libéral","Halifax, N.S./N.-É.","Medical Doctor/",11793,25.6,NA,NA
"67",2011,"Nova Scotia/Nouvelle-Écosse","Halifax",12004,"George Nikolaou Conservative/Conservateur","Halifax, N.S./N.-É.","Electrical Contractor/",8276,18,NA,NA
"68",2011,"Nova Scotia/Nouvelle-Écosse","Halifax",12004,"Michael Dewar Green Party/Parti Vert","Halifax, N.S./N.-É.","Student/",2020,4.4,NA,NA
"69",2011,"Nova Scotia/Nouvelle-Écosse","Halifax",12004,"Tony Seed Marxist-Leninist/Marxiste-Léniniste","Halifax, N.S./N.-É.","Journalist/",152,0.3,NA,NA
"70",2011,"Nova Scotia/Nouvelle-Écosse","Halifax West/Halifax-Ouest",12005,"Geoff Regan ** Liberal/Libéral","Bedford, N.S./N.-É.","Lawyer/",16230,35.9,2448,5.4
"71",2011,"Nova Scotia/Nouvelle-Écosse","Halifax West/Halifax-Ouest",12005,"Bruce Robert Pretty Conservative/Conservateur","Prospect Bay, N.S./N.-É.","Ophthalmologist/",13782,30.5,NA,NA
"72",2011,"Nova Scotia/Nouvelle-Écosse","Halifax West/Halifax-Ouest",12005,"Gregor Ash NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Halifax, N.S./N.-É.","Executive Director/",13239,29.3,NA,NA
"73",2011,"Nova Scotia/Nouvelle-Écosse","Halifax West/Halifax-Ouest",12005,"Thomas Trappenberg Green Party/Parti Vert","Hatchet Lake, N.S./N.-É.","Professor/",1931,4.3,NA,NA
"74",2011,"Nova Scotia/Nouvelle-Écosse","Kings--Hants",12006,"Scott Brison ** Liberal/Libéral","Cheverie, N.S./N.-É.","Parliamentarian/",15887,39.6,1173,2.9
"75",2011,"Nova Scotia/Nouvelle-Écosse","Kings--Hants",12006,"David Morse Conservative/Conservateur","New Minas, N.S./N.-É.","Retired/",14714,36.6,NA,NA
"76",2011,"Nova Scotia/Nouvelle-Écosse","Kings--Hants",12006,"Mark Rogers NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Coldbrook, N.S./N.-É.","Regional Representative - PSAC/",8043,20,NA,NA
"77",2011,"Nova Scotia/Nouvelle-Écosse","Kings--Hants",12006,"Sheila Richardson Green Party/Parti Vert","Wolfville, N.S./N.-É.","Stay Home Care Worker/",1520,3.8,NA,NA
"78",2011,"Nova Scotia/Nouvelle-Écosse","Sackville--Eastern Shore",12008,"Peter Stoffer ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Fall River, N.S./N.-É.","Parliamentarian/",22483,54.1,9821,23.6
"79",2011,"Nova Scotia/Nouvelle-Écosse","Sackville--Eastern Shore",12008,"Adam Mimnagh Conservative/Conservateur","Fall River, N.S./N.-É.","Film Producer/",12662,30.5,NA,NA
"80",2011,"Nova Scotia/Nouvelle-Écosse","Sackville--Eastern Shore",12008,"Scott Hemming Liberal/Libéral","Lower Sackville, N.S./N.-É.","Viral Hepatitis Consultant/",4673,11.2,NA,NA
"81",2011,"Nova Scotia/Nouvelle-Écosse","Sackville--Eastern Shore",12008,"John Percy Green Party/Parti Vert","Lower Sackville, N.S./N.-É.","Party Leader Green Party of N.S./",1762,4.2,NA,NA
"82",2011,"Nova Scotia/Nouvelle-Écosse","South Shore--St. Margaret's",12009,"Gerald Keddy ** Conservative/Conservateur","New Ross, N.S./N.-É.","Parliamentarian/",17948,43.1,2915,7
"83",2011,"Nova Scotia/Nouvelle-Écosse","South Shore--St. Margaret's",12009,"Gordon Earle NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Upper Tantallon, N.S./N.-É.","Retired Public Servant/",15033,36.1,NA,NA
"84",2011,"Nova Scotia/Nouvelle-Écosse","South Shore--St. Margaret's",12009,"Derek Wells Liberal/Libéral","Chester, N.S./N.-É.","Lawyer/",7037,16.9,NA,NA
"85",2011,"Nova Scotia/Nouvelle-Écosse","South Shore--St. Margaret's",12009,"Kris MacLellan Green Party/Parti Vert","Halifax, N.S./N.-É.","Member Services, Mountain Equipment Co-op/",1579,3.8,NA,NA
"86",2011,"Nova Scotia/Nouvelle-Écosse","Sydney--Victoria",12010,"Mark Eyking ** Liberal/Libéral","Big Bras d'Or, N.S./N.-É.","Farmer/",14788,39.9,765,2.1
"87",2011,"Nova Scotia/Nouvelle-Écosse","Sydney--Victoria",12010,"Cecil Clarke Conservative/Conservateur","Sydney Mines, N.S./N.-É.","Parliamentarian (Provincial)/",14023,37.8,NA,NA
"88",2011,"Nova Scotia/Nouvelle-Écosse","Sydney--Victoria",12010,"Kathy MacLeod NDP-New Democratic Party/NPD-Nouveau Parti démocratique","North Sydney, N.S./N.-É.","National Representative CUPE/",7049,19,NA,NA
"89",2011,"Nova Scotia/Nouvelle-Écosse","Sydney--Victoria",12010,"Chris Milburn Green Party/Parti Vert","Sydney, N.S./N.-É.","Medical Doctor/",1191,3.2,NA,NA
"90",2011,"Nova Scotia/Nouvelle-Écosse","West Nova/Nova-Ouest",12011,"Greg Kerr ** Conservative/Conservateur","Granville Ferry, N.S./N.-É.","Parliamentarian/",20204,47,4572,10.6
"91",2011,"Nova Scotia/Nouvelle-Écosse","West Nova/Nova-Ouest",12011,"Robert Thibault Liberal/Libéral","Concession, N.S./N.-É.","Business/",15632,36.4,NA,NA
"92",2011,"Nova Scotia/Nouvelle-Écosse","West Nova/Nova-Ouest",12011,"George Barron NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Bear River, N.S./N.-É.","Paramedic/",5631,13.1,NA,NA
"93",2011,"Nova Scotia/Nouvelle-Écosse","West Nova/Nova-Ouest",12011,"Ross Johnson Green Party/Parti Vert","Saulnierville, N.S./N.-É.","Millwright/",1487,3.5,NA,NA
"94",2011,"New Brunswick/Nouveau-Brunswick","Acadie--Bathurst",13001,"Yvon Godin ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Bathurst, N.B./N.-B.","/Parlementaire",32067,69.7,24611,53.5
"95",2011,"New Brunswick/Nouveau-Brunswick","Acadie--Bathurst",13001,"Louis Robichaud Conservative/Conservateur","North Tetagouche, N.B./N.-B.","/Travailleur de la construction",7456,16.2,NA,NA
"96",2011,"New Brunswick/Nouveau-Brunswick","Acadie--Bathurst",13001,"Jean Marie Gionet Liberal/Libéral","Bas-Caraquet, N.B./N.-B.","/Fleuriste",6491,14.1,NA,NA
"97",2011,"New Brunswick/Nouveau-Brunswick","Beauséjour",13002,"Dominic LeBlanc ** Liberal/Libéral","Grande-Digue, N.B./N.-B.","Parliamentarian/",17399,39.1,2588,5.8
"98",2011,"New Brunswick/Nouveau-Brunswick","Beauséjour",13002,"Evelyne Chapman Conservative/Conservateur","Memramcook, N.B./N.-B.","Enseignante/",14811,33.3,NA,NA
"99",2011,"New Brunswick/Nouveau-Brunswick","Beauséjour",13002,"Susan Levi-Peters NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Elsipogtog First Nation, N.B./N.-B.","Manager - family business/",10397,23.4,NA,NA
"100",2011,"New Brunswick/Nouveau-Brunswick","Beauséjour",13002,"Natalie Arsenault Green Party/Parti Vert","Moncton, N.B./N.-B.","Entrepreneur/",1913,4.3,NA,NA
"101",2011,"New Brunswick/Nouveau-Brunswick","Fredericton",13003,"Keith Ashfield ** Conservative/Conservateur","Lincoln, N.B./N.-B.","Parliamentarian/",21573,48.4,10947,24.5
"102",2011,"New Brunswick/Nouveau-Brunswick","Fredericton",13003,"Jesse Travis NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Fredericton, N.B./N.-B.","Law Student/",10626,23.8,NA,NA
"103",2011,"New Brunswick/Nouveau-Brunswick","Fredericton",13003,"Randy McKeen Liberal/Libéral","Fredericton, N.B./N.-B.","Journalist/",10336,23.2,NA,NA
"104",2011,"New Brunswick/Nouveau-Brunswick","Fredericton",13003,"Louise Anna-Marie Comeau Green Party/Parti Vert","Fredericton, N.B./N.-B.","Student PhD Candidate Environment/",1790,4,NA,NA
"105",2011,"New Brunswick/Nouveau-Brunswick","Fredericton",13003,"Adam Scott Ness Independent/Indépendant","Fredericton, N.B./N.-B.","Salesman/",266,0.6,NA,NA
"106",2011,"New Brunswick/Nouveau-Brunswick","Fundy Royal",13004,"Rob Moore ** Conservative/Conservateur","Quispamsis, N.B./N.-B.","Lawyer/Parliamentarian/",21206,58.1,11361,31.1
"107",2011,"New Brunswick/Nouveau-Brunswick","Fundy Royal",13004,"Darryl Pitre NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Riverview, N.B./N.-B.","Senior Sales Representative/",9845,27,NA,NA
"108",2011,"New Brunswick/Nouveau-Brunswick","Fundy Royal",13004,"Linda Wilhelm Liberal/Libéral","Midland Kings Co, N.B./N.-B.","Homemaker/",3668,10.1,NA,NA
"109",2011,"New Brunswick/Nouveau-Brunswick","Fundy Royal",13004,"Stephanie Coburn Green Party/Parti Vert","Head of Millstream, N.B./N.-B.","Farmer/",1757,4.8,NA,NA
"110",2011,"New Brunswick/Nouveau-Brunswick","Madawaska--Restigouche",13005,"Bernard Valcourt Conservative/Conservateur","Edmundston, N.B./N.-B.","/Avocat-Notaire",14224,40.6,1915,5.5
"111",2011,"New Brunswick/Nouveau-Brunswick","Madawaska--Restigouche",13005,"Jean-Claude JC D'Amours ** Liberal/Libéral","Edmundston, N.B./N.-B.","/Parlementaire",12309,35.2,NA,NA
"112",2011,"New Brunswick/Nouveau-Brunswick","Madawaska--Restigouche",13005,"Widler Jules NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Atholville, N.B./N.-B.","/Conseiller en coordination des décisions",6562,18.8,NA,NA
"113",2011,"New Brunswick/Nouveau-Brunswick","Madawaska--Restigouche",13005,"Louis Bérubé Independent/Indépendant","Edmundston, N.B./N.-B.","/Artiste (chanteur)",1290,3.7,NA,NA
"114",2011,"New Brunswick/Nouveau-Brunswick","Madawaska--Restigouche",13005,"Lynn Morrison Green Party/Parti Vert","Fredericton, N.B./N.-B.","Bookkeeper/",612,1.7,NA,NA
"115",2011,"New Brunswick/Nouveau-Brunswick","Miramichi",13006,"Tilly O'Neill Gordon ** Conservative/Conservateur","Miramichi, N.B./N.-B.","Parliamentarian/",16112,52.4,9015,29.3
"116",2011,"New Brunswick/Nouveau-Brunswick","Miramichi",13006,"Patrick Colford NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Warwick Settlement, N.B./N.-B.","Journeyman Chef/",7097,23.1,NA,NA
"117",2011,"New Brunswick/Nouveau-Brunswick","Miramichi",13006,"Keith Vickers Liberal/Libéral","Miramichi, N.B./N.-B.","Politician/",6800,22.1,NA,NA
"118",2011,"New Brunswick/Nouveau-Brunswick","Miramichi",13006,"Ronald Mazerolle Green Party/Parti Vert","Miramichi, N.B./N.-B.","Electrician/",735,2.4,NA,NA
"119",2011,"New Brunswick/Nouveau-Brunswick","Moncton--Riverview--Dieppe",13007,"Robert Goguen Conservative/Conservateur","Moncton, N.B./N.-B.","Lawyer/",17408,35.7,2161,4.4
"120",2011,"New Brunswick/Nouveau-Brunswick","Moncton--Riverview--Dieppe",13007,"Brian Murphy ** Liberal/Libéral","Moncton, N.B./N.-B.","Lawyer/",15247,31.3,NA,NA
"121",2011,"New Brunswick/Nouveau-Brunswick","Moncton--Riverview--Dieppe",13007,"Shawna Gagné NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Moncton, N.B./N.-B.","Gérante de bureau/Marketing/",14053,28.8,NA,NA
"122",2011,"New Brunswick/Nouveau-Brunswick","Moncton--Riverview--Dieppe",13007,"Steven Steeves Green Party/Parti Vert","Moncton, N.B./N.-B.","Air Traffic Controller/",2016,4.1,NA,NA
"123",2011,"New Brunswick/Nouveau-Brunswick","New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest",13008,"John Williamson Conservative/Conservateur","Saint Andrews, N.B./N.-B.","Tax Payer Advocate/",18066,56.6,10653,33.4
"124",2011,"New Brunswick/Nouveau-Brunswick","New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest",13008,"Andrew Graham NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Saint John, N.B./N.-B.","Woodworker-Carpenter/",7413,23.2,NA,NA
"125",2011,"New Brunswick/Nouveau-Brunswick","New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest",13008,"Kelly Wilson Liberal/Libéral","Beaver Harbour, N.B./N.-B.","Executive Director/",4320,13.5,NA,NA
"126",2011,"New Brunswick/Nouveau-Brunswick","New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest",13008,"Janice Harvey Green Party/Parti Vert","Waweig, N.B./N.-B.","University Lecturer/",1646,5.2,NA,NA
"127",2011,"New Brunswick/Nouveau-Brunswick","New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest",13008,"Jason Farris CHP Canada/PHC Canada","Keswick Ridge, N.B./N.-B.","Internet Consultant/",450,1.4,NA,NA
